Details.Headquarters Regions.Other,Details.Headquarters Regions.New England,Details.Headquarters Regions.Greater New York Area,Details.Headquarters Regions.Midwestern US,Details.Headquarters Regions.Great Lakes,,Sector.Health Care,Sector.Financials,Sector.Information Technology,Sector.Real Estate,Sector.Communication Services,Sector.Industrials,Sector.Energy,Sector.Consumer Discretionary,Sector.Consumer Staples,Sector.Materials,Sector.Other,Overview.Number of Founded Organizations,Overview.Gender.Agender,Overview.Gender.Female,Overview.Gender.Male,Overview.Gender.Non-Binary,Overview.Gender.Other,Overview.Gender.Prefer not to identify,Overview.Regions.Midwestern US,Overview.Regions.Greater New York Area,Overview.Regions.Other,Overview.Regions.Northeastern US,Overview.Regions.New England,Overview.Regions.Southern US,Overview.Regions.Great Lakes,Overview.Regions.East Coast,Overview.Regions.West Coast,Overview.Regions.Western US,Education.0.Prestigious University,Education.1.Prestigious University,Education.MBA,Education.Bachelors,Education.Masters,Education.PhD,Education.Other,Major.Engineering,Major.Business,Major.Physical/Life Science,Major.Social Science,Major.Mathematics,Major.Law,Major.Art,Major.Other,Target,Details.Years Since Founded
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,3,5,0,0,0,0,0,0,0,1,2,0,2,1,0,3,2,2,3,1,0,1,0,3,3,0,0,0,0,2,1,11
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,,1,0,0,10,0,0,0,0,0,0,1,0,0,0,1,7,4,2,1,1,2,2,5,1,3,1,4,1,0,0,0,1,0,6
,,,,,NO HEAD,1,,1,,,,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5
0,1,0,0,0,0,1,,1,,,,,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,NO HEAD,1,,,,,1,,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,20
0,0,0,1,0,0,,,,,,1,,,,,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1.5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,1,7
0,1,0,0,0,0,1,,,,,1,,1,,,,0,0,1,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1.833333333,0,3,11,0,0,0,0,0,0,0,1,0,0,1,6,5,1,0,6,6,2,0,1,3,3,2,1,0,0,0,6,1,15
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1.833333333,0,3,11,0,0,0,0,0,0,0,1,0,0,1,6,5,1,0,6,6,2,0,1,3,3,2,1,0,0,0,6,1,15
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,NO HEAD,1,,,,,1,,,,,,2,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,1,1,0,1,1,2,0,0,0,0,0,1,0,8
0,0,0,1,1,0,1,,,,,,,,,,,1,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,11
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1.5,0,5,10,0,0,0,0,1,0,2,3,0,1,4,7,5,5,1,1,3,4,4,1,1,1,6,0,0,0,0,3,1,5
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,NO HEAD,,,1,,1,,,,,,1,1.333333333,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,3,2,1,0,3,1,0,0,0,0,0,0,0,4
0,0,1,0,0,0,1,,,,,,,,,,,1.666666667,0,0,4,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,10
0,1,0,0,0,0,,,1,,,1,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
0,0,0,0,1,0,1,1,,,,,,,,,,2,0,0,7,0,0,0,0,1,0,1,0,0,0,2,0,0,5,2,4,3,0,1,3,2,2,0,1,0,0,0,5,0,9
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,7
1,0,0,0,0,0,,,1,,,1,,,,,,0,0,2,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,0,1,18
0,0,0,1,1,0,,,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,0,16,0,0,0,0,1,2,1,0,2,0,3,7,6,1,3,6,6,3,0,2,1,8,2,1,0,0,0,6,1,22
0,0,0,0,0,NO HEAD,,,,,,,1,,,,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,3,1,1,3,1,1,2,0,1,0,0,4,0,12
1,0,0,0,0,0,1,,,,,,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1.333333333,0,1,13,0,0,0,1,0,0,0,0,0,1,0,6,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3
0,0,1,0,0,0,1,,1,,,,,,,,,2.6,0,1,7,0,0,0,0,7,0,7,0,0,0,7,1,1,2,1,0,7,0,0,1,3,0,1,4,1,0,1,3,0,3
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,8
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,NO HEAD,,,,,,1,,1,,,1,1.333333333,0,1,6,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,1,1,3,0,2,5,0,2,0,0,0,0,0,0,3
0,1,0,0,0,0,1,,,,,,,,,,,2.25,0,0,7,0,0,0,0,1,0,1,4,1,0,6,0,0,3,3,1,5,2,3,0,0,2,3,2,1,0,0,2,1,7
0,1,0,0,0,0,,,1,,,,,,,,1,1,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,2,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,2
0,0,0,0,0,NO HEAD,,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,1,0,0,,,,,,,,,,,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,0,0,0,1,1,0,0,0,0,0,2,1,63
0,0,0,0,0,NO HEAD,,,1,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
0,0,0,0,0,NO HEAD,,,1,,1,,,,,,1,2.666666667,0,3,13,0,0,0,0,1,1,2,1,2,1,4,5,6,2,1,3,5,1,0,2,1,1,2,3,0,0,0,4,1,13
0,1,0,0,0,0,1,,,,,,,,,,,1.5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,1,1,1,0,0,0,1,0,0,0,0,2,1,16
0,0,0,0,0,NO HEAD,1,,1,,,1,,,,,,1,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,7
0,0,0,1,0,0,1,,,,,,,,,,,1,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,1,,,,,,,,1,,1,1,0,2,3,0,0,1,0,1,0,1,0,0,0,1,4,4,0,0,0,0,1,2,1,1,0,2,1,0,0,0,0,0,7
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,2,13,0,0,0,0,0,0,0,0,1,0,1,4,2,3,1,0,6,3,1,2,5,2,0,1,2,0,0,3,1,21
0,0,0,1,0,0,,,1,,,1,,1,,,,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4
0,0,0,0,1,0,1,,,,,,,,,,,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,,1,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,,,,,,,,1,,,1,1.5,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,2,2,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,42
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,4,5,0,0,0,0,2,0,3,0,6,1,8,0,0,0,0,0,4,1,0,1,0,2,2,0,0,0,0,3,1,31
1,0,0,0,0,0,,,,,,1,,,,,1,1.25,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5
,,,,,NO HEAD,,,,,1,,,,,,1,1.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,,,,,,,,,1,,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,12
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,31
0,0,1,0,0,0,,,1,,,1,,,,,1,1,0,2,6,0,0,0,0,2,0,2,3,1,0,5,1,1,0,0,0,2,0,0,1,1,1,0,1,0,0,0,0,1,20
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,1,1,0,0,6,0,0,0,0,0,0,1,0,0,0,1,4,5,0,0,1,1,0,3,0,4,1,0,0,0,0,0,0,0,6
0,0,0,1,1,0,,,1,,,1,,,,,,1.666666667,0,0,7,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,8
0,0,1,0,0,0,1,,1,,,,,,,,,1.8,0,3,13,0,0,0,0,6,0,7,2,0,0,9,2,2,5,3,1,8,1,5,1,1,0,8,1,0,1,0,2,1,30
0,0,0,0,1,0,1,,1,,,,,,,,,1,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,3,1,1,2,2,0,0,0,0,2,0,5
0,0,0,1,1,0,,,1,,,1,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,8
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1,0,0,10,0,0,0,1,1,0,1,0,0,1,1,7,7,2,0,1,5,4,0,1,3,1,0,2,2,0,0,2,0,7
0,0,0,0,0,NO HEAD,,,,,,,,1,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
0,1,0,0,0,0,,,1,,,1,,,,,1,1,0,4,11,0,0,0,0,0,0,0,6,2,0,7,1,0,0,0,1,2,0,1,1,0,1,1,2,0,0,0,1,1,35
0,0,0,1,1,0,1,,,,,,,,,,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
0,0,0,1,1,0,1,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,,,,,,1,,,,,,1,0,5,3,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,5,0,1,1,3,1,0,1,1,0,0,2,1,23
1,0,0,0,0,0,,,1,,,,,1,,,1,1,0,2,8,0,0,0,0,0,10,0,0,0,0,0,0,0,2,4,4,4,0,1,0,2,2,1,1,0,0,0,1,1,12
0,1,0,0,0,0,1,,,,,1,,,,,,1,0,0,15,0,0,0,1,0,0,0,2,0,1,2,0,0,2,3,3,5,1,0,5,3,3,4,1,0,0,0,5,1,20
0,0,0,0,0,NO HEAD,,,,,,,1,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1.4,0,1,10,0,0,0,0,0,1,0,2,1,0,2,5,4,2,1,3,4,0,3,1,0,0,3,1,0,0,0,3,0,11
0,0,0,0,0,NO HEAD,1,,1,,,,,,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
,,,,,NO HEAD,,,1,,,1,,,,,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,10
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
0,0,0,1,0,0,,,1,,,1,,,,,1,1,0,1,2,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,0,,,,,,1,,1,,,1,1,0,1,9,0,0,0,1,0,0,0,5,0,1,5,0,0,0,1,1,2,1,0,2,1,1,1,0,0,0,0,3,0,18
0,0,0,0,0,NO HEAD,,,,,,,,,,,1,1,0,2,4,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24
0,0,1,0,0,0,,,1,,,,,,,,1,1.333333333,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,7,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,,1,1,,,1,,,,,1,1,0,4,11,0,0,0,0,0,0,0,0,0,0,0,12,10,2,4,3,10,3,0,1,3,3,2,2,0,1,0,3,0,13
0,1,0,0,0,0,1,,,,,,,,,,,1.75,0,0,16,0,0,0,0,1,0,1,5,1,0,6,2,2,5,8,2,8,6,4,7,4,1,4,1,1,1,0,11,1,12
,,,,,NO HEAD,1,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,,,,,,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
,,,,,NO HEAD,,,,,,,,1,,,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,2,0,2,0,6
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,13
0,0,0,0,0,NO HEAD,,,,,,1,,,,,1,2,0,1,15,0,0,0,0,0,1,0,0,0,1,0,10,9,4,1,1,6,3,0,3,2,5,1,0,0,1,0,2,0,10
,,,,,NO HEAD,,,,,,1,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,NO HEAD,1,,,,,1,,,,,1,1,0,2,9,0,0,0,0,0,0,0,0,4,0,2,1,0,1,0,1,4,0,1,1,2,0,2,0,0,0,0,2,1,24
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,7
1,0,0,0,0,0,1,,1,,,1,,,,,,1,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,29
1,0,0,0,0,0,,,1,,,1,,,,,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,1,,1,,,,,1,,,1,1,0,0,8,0,0,0,1,0,0,0,0,0,1,0,5,5,1,1,0,2,1,0,2,1,0,0,0,0,0,0,3,0,10
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,1,,,,,,,,,,1,1.4,0,0,11,0,0,0,1,0,0,0,0,1,1,0,2,2,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,9
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,11,0,0,0,0,0,0,0,1,1,0,1,2,2,3,1,1,2,1,0,1,1,0,4,0,0,0,0,0,0,4
0,1,0,0,0,0,1,,,,,,,,,,,1,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,3,0,1,2,2,1,3,0,0,0,0,1,0,12
0,0,0,0,1,0,,,1,,,1,,,,1,,1,0,1,8,0,0,0,2,0,0,3,1,1,3,4,1,2,0,0,1,6,1,4,0,5,2,3,2,0,0,0,2,0,19
0,1,0,0,0,0,,,,,,1,,,,,,1,0,1,2,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,NO HEAD,,,,,,,,,,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,5
0,0,0,0,0,NO HEAD,1,,,,,1,,,,,,3,0,2,10,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,10,4,0,1,4,2,2,3,0,0,0,8,1,13
0,0,0,1,0,0,1,,,,,,,,,,,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,21
0,0,0,1,0,0,1,,,,,,,,,,,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,21
0,1,0,0,0,0,1,,,,,,,,,,,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2,0,0,1,1,0,1,0,0,0,0,1,1,36
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9
0,0,0,0,0,NO HEAD,1,,,,,,,,,,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,NO HEAD,1,,,,,,,,,,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6
0,1,0,0,0,0,1,,1,,,,,,,,1,1,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,3
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,0,0,2,9,0,0,0,0,0,0,0,0,0,1,0,7,4,0,1,2,3,0,0,1,1,4,0,0,0,0,0,1,1,23
0,0,0,0,0,NO HEAD,,,,,,1,,,,,,1.5,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,10
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,3,1,1,0,0,0,2,0,0,0,0,0,1,12
0,0,0,0,0,NO HEAD,1,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,,,1,,1,,,,,,1,1.666666667,0,0,15,0,0,0,0,1,1,1,0,0,0,1,11,11,2,2,1,5,4,0,2,6,3,0,2,0,0,0,1,0,7
0,0,0,0,0,NO HEAD,,,,,,1,,1,,,1,0,0,1,14,0,0,0,0,0,0,0,1,8,0,9,0,0,0,0,3,4,3,0,2,2,5,1,0,0,1,0,3,1,33
1,0,0,0,0,0,,,1,,,1,,,,,1,1.5,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,NO HEAD,,,1,,1,,,,,,1,1.8,0,0,10,0,0,0,1,2,0,2,0,0,1,2,3,5,2,2,3,4,1,0,2,2,3,0,0,0,0,0,3,1,10
0,0,0,0,0,NO HEAD,,,,,,,1,,,,1,1,0,1,13,0,0,0,0,0,7,0,0,0,0,0,7,7,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,6
0,0,0,1,1,0,1,,,,,1,,,,,,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10
0,0,0,0,0,NO HEAD,,,,,,,,,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,75
1,0,0,0,0,0,,,,,,1,,,,,,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7
0,0,0,0,1,0,,,1,,,,,,,,,0,0,0,8,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,1,5,0,1,0,2,2,0,1,0,0,1,1,1,33
0,0,1,0,0,0,,,1,,,1,,,,,1,1,0,1,10,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,5,4,0,0,1,3,5,0,1,0,1,0,3,0,11
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1.666666667,0,1,7,0,0,0,0,1,0,1,1,0,0,2,6,6,3,1,3,5,1,0,1,1,2,1,1,1,0,0,4,0,6
0,0,0,0,0,NO HEAD,1,,,,,1,,,,,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,42
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,NO HEAD,,,1,,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,1,2,0,0,1,1,0,0,0,0,0,1,0,3,1,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,3
0,0,0,0,0,NO HEAD,,,1,,,1,,,,1,,1.666666667,0,2,5,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,3,4,2,0,1,3,2,3,1,0,0,0,1,0,7
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,1,0,0,2,0,2,0,0,0,0,0,1,0,6
1,0,0,0,0,0,,,1,,,,,,,,,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,1,1.25,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,2,3,0,1,0,1,0,0,0,0,7
0,1,0,0,0,0,1,,,,,,,,,,1,1,0,4,1,0,0,0,0,1,0,2,4,0,0,5,0,0,0,0,0,1,2,0,0,1,1,1,0,1,0,0,0,0,3
1,0,0,0,0,0,,,1,,1,,,,,,1,1,0,1,4,0,0,0,0,0,3,0,0,0,0,0,2,1,2,1,3,2,2,0,1,3,2,0,0,0,0,0,2,1,22
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,10,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,3,5,3,1,2,5,4,0,3,0,0,1,3,1,24
0,0,0,0,0,NO HEAD,,,,,,1,,,,,1,0,0,6,10,0,0,0,1,2,0,2,1,7,1,6,1,1,0,0,0,6,6,0,0,3,2,2,3,0,0,0,1,1,25
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
